Date,Expense/Income,Category,Payment Method,Amount,Balance
2023-08-26 08:57:01,Expense,Travel,Debit Card,2780.67,-29358.26
2023-09-21 19:35:00,Income,Gifts,Debit Card,260.78,-29097.48
2023-05-28 17:20:34,Expense,Health,Bank to Bank,2398.85,-31496.33
2023-12-27 18:29:28,Income,Salary,Credit Card,2210.12,-29286.21
2023-02-19 02:11:56,Income,Gifts,Cash,1438.89,-27847.32
2023-01-08 08:35:45,Expense,Travel,UPI,1777.69,-29625.01
2023-05-26 06:39:56,Income,Other,Other,2674.58,-26950.43
2024-02-04 19:57:20,Expense,Bills,Cash,2513.68,-29464.11
2023-07-03 20:07:41,Income,Business Income,Other,2142.59,-27321.52
2023-01-04 05:05:20,Expense,Shopping,Cash,4212.7,-31534.22
2024-01-15 06:23:56,Income,Investments,Bank to Bank,3039.57,-28494.65
2023-04-26 16:24:27,Income,Rental Income,UPI,4943.69,-23550.96
2023-05-10 13:53:12,Income,Business Income,Other,1611.6,-21939.36
2023-08-06 10:03:31,Expense,Education,Credit Card,420.8,-22360.16
2023-10-17 11:03:11,Expense,Bills,Debit Card,3309.97,-25670.13
2023-07-05 08:22:03,Expense,Education,Other,2722.92,-28393.05
2023-07-02 20:27:24,Expense,Health,UPI,4831.23,-33224.28
2023-04-06 01:44:18,Income,Salary,Credit Card,880.8,-32343.48
2023-06-15 23:35:29,Income,Gifts,Cash,4882.97,-27460.51
2023-08-19 11:13:42,Expense,Health,UPI,1106.62,-28567.13
2023-09-09 07:08:48,Expense,Housing,Credit Card,2746.63,-31313.76
2023-03-31 10:06:22,Income,Salary,Credit Card,4383.49,-26930.27
2023-11-02 19:01:25,Expense,Travel,Mobile Wallet,1496.91,-28427.18
2023-10-20 03:22:47,Income,Investments,Mobile Wallet,2709.76,-25717.42
2023-12-25 02:24:17,Expense,Housing,Other,890.18,-26607.6
2023-01-29 01:30:11,Expense,Housing,Cash,3795.84,-30403.44
2023-12-31 03:13:57,Expense,Education,Credit Card,329.39,-30732.83
2023-03-04 09:01:51,Expense,Shopping,Credit Card,3724.1,-34456.93
2023-09-04 19:22:42,Expense,Transport,Other,2788.72,-37245.65
2023-08-16 15:03:39,Income,Gifts,Cash,373.83,-36871.82
2023-05-24 09:03:43,Expense,Entertainment,Bank to Bank,4458.76,-41330.58
2023-09-30 14:19:35,Income,Investments,UPI,4418.4,-36912.18
2023-03-11 01:11:26,Expense,Education,Credit Card,624.38,-37536.56
2023-07-11 07:04:22,Income,Freelance,Other,2004.23,-35532.33
2023-05-31 03:02:59,Income,Business Income,Other,1044.53,-34487.8
2023-08-28 01:31:57,Expense,Miscellaneous,Credit Card,3336.78,-37824.58
2023-08-05 03:09:21,Expense,Health,Debit Card,1264.14,-39088.72
2023-07-22 01:44:35,Income,Freelance,Cash,809.74,-38278.98
2023-07-30 21:07:54,Expense,Shopping,Cash,4242.27,-42521.25
2024-01-31 18:22:57,Expense,Transport,Credit Card,157.51,-42678.76
2023-09-19 10:49:06,Expense,Housing,Bank to Bank,4633.42,-47312.18
2023-07-02 07:36:31,Expense,Housing,Bank to Bank,561.42,-47873.6
2023-02-12 14:29:24,Expense,Transport,Credit Card,359.74,-48233.34
2023-06-09 04:18:58,Expense,Shopping,Debit Card,4446.85,-52680.19
2023-01-09 08:20:16,Expense,Travel,Bank to Bank,3110.94,-55791.13
2023-02-08 18:03:12,Expense,Health,Cash,3583.25,-59374.38
2023-10-15 02:14:55,Income,Salary,Bank to Bank,3186.03,-56188.35
2023-07-03 15:48:53,Expense,Health,Cash,407.81,-56596.16
2024-01-26 17:49:29,Income,Freelance,Bank to Bank,3210.64,-53385.52
2023-01-25 19:10:31,Income,Other,Debit Card,4422.04,-48963.48
2023-11-30 01:00:51,Expense,Education,Cash,4459.62,-53423.1
2023-02-05 23:53:07,Income,Rental Income,Bank to Bank,898.86,-52524.24
2023-07-29 18:09:59,Expense,Transport,Cash,4195.13,-56719.37
2023-06-06 14:04:12,Income,Business Income,Cash,4647.79,-52071.58
2023-05-04 00:46:00,Income,Other,Cash,3668.24,-48403.34
2023-06-25 04:51:44,Income,Rental Income,Debit Card,923.51,-47479.83
2023-02-25 09:44:28,Income,Business Income,Mobile Wallet,3584.18,-43895.65
2023-02-06 18:31:33,Expense,Food,Debit Card,1702.99,-45598.64
2023-03-13 20:15:00,Income,Gifts,Bank to Bank,2473.85,-43124.79
2023-08-15 19:35:09,Expense,Housing,Other,968.52,-44093.31
2023-03-07 11:16:10,Income,Investments,Credit Card,3756.65,-40336.66
2023-02-26 05:38:00,Expense,Health,Debit Card,1341.02,-41677.68
2023-05-04 07:31:48,Income,Other,Debit Card,3165.63,-38512.05
2023-10-31 23:10:46,Income,Business Income,Credit Card,1347.32,-37164.73
2023-11-27 17:15:36,Income,Other,Debit Card,3769.79,-33394.94
2023-09-06 11:48:15,Expense,Education,Mobile Wallet,3994.36,-37389.3
2023-02-03 11:29:31,Expense,Food,Other,215.96,-37605.26
2023-01-09 16:08:28,Income,Business Income,Mobile Wallet,2677.78,-34927.48
2023-09-19 09:31:35,Expense,Health,UPI,3791.73,-38719.21
2024-01-31 05:16:22,Income,Freelance,Mobile Wallet,4583.24,-34135.97
2023-10-08 21:57:56,Expense,Housing,Mobile Wallet,2387.57,-36523.54
2023-07-18 08:34:44,Expense,Food,Bank to Bank,4144.19,-40667.73
2023-05-24 05:27:40,Income,Freelance,Debit Card,1594.43,-39073.3
2023-06-11 22:46:31,Expense,Transport,Credit Card,4462.01,-43535.31
2024-01-21 06:00:09,Income,Rental Income,Cash,3180.74,-40354.57
2023-04-14 11:44:11,Income,Gifts,Debit Card,839.26,-39515.31
2023-05-03 15:36:52,Income,Rental Income,Debit Card,4913.1,-34602.21
2023-05-14 10:12:25,Income,Business Income,Mobile Wallet,3628.56,-30973.65
2023-02-04 04:20:53,Income,Investments,Debit Card,1528.63,-29445.02
2023-09-24 02:15:36,Expense,Travel,Bank to Bank,3653.32,-33098.34
2023-10-31 08:02:02,Income,Rental Income,Credit Card,4290.46,-28807.88
2023-01-02 10:08:42,Expense,Bills,Debit Card,2471.41,-31279.29
2023-02-13 06:48:10,Expense,Housing,Credit Card,4735.93,-36015.22
2023-02-01 10:07:36,Expense,Travel,Credit Card,1652.9,-37668.12
2023-07-29 04:25:32,Expense,Bills,Mobile Wallet,3326.37,-40994.49
2023-04-24 08:43:59,Expense,Health,Debit Card,2847.21,-43841.7
2023-08-22 08:54:59,Expense,Education,UPI,3908.56,-47750.26
2023-04-01 02:46:45,Income,Gifts,Mobile Wallet,2691.02,-45059.24
2023-11-13 16:40:15,Income,Salary,Mobile Wallet,2325.8,-42733.44
2023-07-27 09:44:45,Income,Gifts,Mobile Wallet,267.81,-42465.63
2023-08-04 00:13:50,Income,Gifts,Mobile Wallet,174.68,-42290.95
2023-08-05 21:55:40,Expense,Miscellaneous,Other,1688.16,-43979.11
2023-09-26 23:44:42,Expense,Shopping,Cash,342.1,-44321.21
2023-11-05 19:56:47,Income,Gifts,Credit Card,1553.31,-42767.9
2024-01-09 22:11:28,Expense,Bills,Bank to Bank,1100.25,-43868.15
2023-07-28 02:51:06,Income,Rental Income,UPI,344.95,-43523.2
2023-01-23 13:28:43,Income,Gifts,Debit Card,386.45,-43136.75
2023-07-19 01:25:23,Expense,Travel,Other,1069.03,-44205.78
2023-10-26 15:08:33,Expense,Travel,Cash,1352.31,-45558.09
2023-10-04 10:17:33,Income,Business Income,Other,4481.01,-41077.08
2023-11-23 15:57:12,Income,Rental Income,UPI,1626.39,-39450.69
2023-12-08 15:16:30,Income,Freelance,Debit Card,2058.9,-37391.79
2023-06-21 03:31:36,Expense,Transport,Debit Card,838.75,-38230.54
2023-04-12 23:33:12,Expense,Bills,Bank to Bank,3790.82,-42021.36
2024-01-24 22:00:45,Income,Gifts,Bank to Bank,1611.23,-40410.13
2023-02-27 04:48:31,Income,Gifts,Bank to Bank,3859.2,-36550.93
2023-09-10 11:14:45,Income,Other,UPI,2809.67,-33741.26
2023-07-25 13:01:37,Income,Business Income,UPI,3191.42,-30549.84
2023-10-15 17:37:30,Expense,Entertainment,Debit Card,3575.28,-34125.12
2023-02-09 14:02:22,Income,Other,UPI,4172.36,-29952.76
2023-09-05 00:50:04,Expense,Shopping,Other,2661.43,-32614.19
2023-03-21 05:57:42,Expense,Transport,UPI,4669.89,-37284.08
2023-03-14 12:39:32,Expense,Entertainment,Bank to Bank,4475.17,-41759.25
2023-11-19 04:29:54,Income,Gifts,Debit Card,1875.94,-39883.31
2023-05-21 14:59:48,Income,Business Income,Bank to Bank,2678.19,-37205.12
2023-06-20 14:28:57,Income,Rental Income,Credit Card,1498.78,-35706.34
2023-08-21 02:17:58,Income,Other,Credit Card,3678.85,-32027.49
2023-04-14 10:59:12,Income,Other,Mobile Wallet,1837.58,-30189.91
2023-08-08 00:52:55,Income,Other,Credit Card,4029.42,-26160.49
2023-05-24 11:00:44,Expense,Miscellaneous,Other,4355.06,-30515.55
2023-04-18 03:52:36,Expense,Travel,Debit Card,1086.5,-31602.05
2024-01-14 20:37:59,Income,Salary,UPI,4543.44,-27058.61
2023-11-19 06:53:45,Income,Freelance,Bank to Bank,3972.53,-23086.08
2023-04-26 12:27:42,Expense,Bills,Mobile Wallet,2544.91,-25630.99
2024-01-22 11:11:55,Expense,Travel,Other,2805.28,-28436.27
2023-02-13 10:16:24,Income,Salary,Mobile Wallet,1582.01,-26854.26
2023-05-05 17:24:45,Expense,Bills,Credit Card,1887.0,-28741.26
2023-11-04 04:06:55,Expense,Shopping,Debit Card,3908.52,-32649.78
2023-01-02 18:22:49,Income,Rental Income,Mobile Wallet,2515.8,-30133.98
2023-07-02 13:47:44,Income,Business Income,Bank to Bank,4207.88,-25926.1
2023-09-13 19:44:49,Expense,Miscellaneous,Mobile Wallet,2256.88,-28182.98
2023-12-19 08:06:48,Income,Rental Income,Credit Card,1328.27,-26854.71
2023-12-16 23:32:03,Expense,Miscellaneous,Credit Card,3031.5,-29886.21
2024-01-01 20:22:53,Income,Investments,Cash,3457.64,-26428.57
2023-03-27 03:01:14,Expense,Travel,Credit Card,4177.23,-30605.8
2023-10-05 21:12:03,Expense,Housing,UPI,541.13,-31146.93
2023-04-30 17:01:27,Expense,Education,UPI,3971.64,-35118.57
2023-11-03 23:57:22,Income,Other,Bank to Bank,3886.55,-31232.02
2023-01-07 19:38:33,Income,Salary,Other,3917.46,-27314.56
2023-06-24 21:28:46,Income,Investments,UPI,1635.86,-25678.7
2023-10-26 20:05:59,Expense,Travel,UPI,4503.42,-30182.12
2023-08-27 06:18:39,Income,Investments,Other,2055.93,-28126.19
2023-05-20 00:13:30,Expense,Shopping,Mobile Wallet,353.31,-28479.5
2023-07-07 14:30:58,Expense,Miscellaneous,Credit Card,4450.45,-32929.95
2023-01-13 16:03:50,Income,Rental Income,Cash,3387.28,-29542.67
2023-09-27 06:08:31,Income,Freelance,Other,607.28,-28935.39
2023-04-18 03:17:53,Expense,Food,Other,983.49,-29918.88
2023-11-04 12:16:02,Income,Freelance,Mobile Wallet,3335.6,-26583.28
2023-09-22 04:20:00,Expense,Miscellaneous,Mobile Wallet,1812.63,-28395.91
2023-11-23 08:13:19,Expense,Entertainment,Cash,4950.56,-33346.47
2024-01-22 01:12:24,Expense,Food,Credit Card,4895.74,-38242.21
2024-02-03 17:20:03,Expense,Entertainment,Bank to Bank,265.83,-38508.04
2023-10-28 22:21:27,Expense,Shopping,Bank to Bank,911.63,-39419.67
2023-05-02 00:07:55,Expense,Shopping,Credit Card,2315.11,-41734.78
2023-01-25 09:59:48,Expense,Housing,Debit Card,1261.71,-42996.49
2023-08-30 17:48:26,Expense,Bills,Debit Card,2492.02,-45488.51
2023-06-22 20:13:18,Income,Rental Income,UPI,3502.43,-41986.08
2024-02-02 14:01:50,Expense,Education,UPI,324.57,-42310.65
2023-04-07 10:31:07,Income,Investments,UPI,1900.42,-40410.23
2023-06-24 13:37:08,Income,Investments,Debit Card,4694.01,-35716.22
2023-11-19 14:37:33,Income,Business Income,UPI,2145.46,-33570.76
2023-09-23 11:34:54,Income,Salary,Other,3162.19,-30408.57
2023-10-09 09:33:53,Expense,Entertainment,Credit Card,1748.26,-32156.83
2023-06-30 12:41:59,Income,Rental Income,Debit Card,249.35,-31907.48
2023-03-24 06:20:42,Expense,Education,Bank to Bank,3021.7,-34929.18
2024-01-07 21:17:48,Income,Freelance,Debit Card,3489.79,-31439.39
2023-04-16 15:26:16,Income,Gifts,Credit Card,2924.03,-28515.36
2024-01-03 20:36:55,Income,Rental Income,UPI,884.53,-27630.83
2023-10-09 07:49:19,Income,Freelance,UPI,1395.32,-26235.51
2023-07-04 23:57:26,Expense,Food,Bank to Bank,1058.19,-27293.7
2023-02-11 17:21:45,Expense,Bills,Bank to Bank,4354.03,-31647.73
2023-11-10 09:18:53,Expense,Education,Debit Card,4645.26,-36292.99
2023-01-13 18:00:45,Income,Investments,UPI,3192.17,-33100.82
2023-02-06 05:29:46,Expense,Shopping,Cash,3526.77,-36627.59
2023-06-08 10:25:22,Income,Salary,Debit Card,3006.07,-33621.52
2023-06-03 00:38:08,Expense,Shopping,Bank to Bank,3466.76,-37088.28
2023-04-08 15:36:29,Expense,Miscellaneous,Other,2768.18,-39856.46
2023-10-21 17:32:28,Income,Salary,Cash,4456.28,-35400.18
2023-01-03 12:08:14,Income,Gifts,Debit Card,148.7,-35251.48
2024-01-22 13:57:20,Income,Other,Debit Card,1221.8,-34029.68
2023-09-04 00:16:34,Income,Other,Mobile Wallet,4610.31,-29419.37
2023-03-05 07:35:52,Income,Business Income,Cash,3261.73,-26157.64
2023-11-22 00:18:37,Expense,Shopping,Other,1238.01,-27395.65
2023-03-11 16:31:43,Income,Other,Cash,3058.16,-24337.49
2024-01-10 00:56:46,Expense,Housing,Cash,572.04,-24909.53
2024-01-11 05:25:09,Expense,Shopping,Bank to Bank,2330.57,-27240.1
2023-12-31 15:42:21,Expense,Miscellaneous,Cash,1813.06,-29053.16
2023-06-28 03:17:48,Expense,Education,Bank to Bank,4736.0,-33789.16
2023-11-09 11:14:28,Income,Freelance,Cash,2483.0,-31306.16
2023-12-12 01:54:14,Expense,Travel,Mobile Wallet,1682.72,-32988.88
2023-05-08 14:54:27,Income,Investments,Mobile Wallet,2003.3,-30985.58
2023-02-16 03:51:47,Expense,Shopping,Mobile Wallet,3450.72,-34436.3
2023-04-28 10:06:19,Expense,Bills,Mobile Wallet,935.27,-35371.57
2023-09-11 17:28:17,Income,Gifts,Other,3496.24,-31875.33
2023-04-03 02:31:14,Expense,Travel,Mobile Wallet,417.66,-32292.99
2023-08-03 05:34:38,Income,Rental Income,Other,3669.2,-28623.79
2023-10-08 07:50:08,Income,Rental Income,Bank to Bank,824.25,-27799.54
2023-10-19 06:09:40,Income,Other,Debit Card,915.08,-26884.46
2023-10-24 00:02:58,Income,Gifts,Mobile Wallet,2281.86,-24602.6
2023-04-25 22:44:35,Expense,Entertainment,Credit Card,1029.95,-25632.55
2023-06-25 01:48:42,Income,Freelance,Credit Card,4015.8,-21616.75
2023-07-24 11:08:49,Expense,Housing,Other,3684.6,-25301.35
2023-03-11 07:29:09,Income,Salary,UPI,1721.19,-23580.16
2023-09-15 05:13:19,Income,Gifts,Other,4871.98,-18708.18
2023-05-17 13:20:46,Expense,Bills,Cash,1335.02,-20043.2
2023-06-01 23:54:44,Income,Business Income,Bank to Bank,4851.02,-15192.18
2023-01-20 19:39:08,Expense,Food,Cash,1822.6,-17014.78
2023-05-15 02:11:54,Expense,Food,Bank to Bank,1311.85,-18326.63
2023-05-26 20:12:46,Income,Other,Cash,388.75,-17937.88
2023-08-03 14:20:43,Income,Rental Income,Other,2294.63,-15643.25
2023-05-30 09:23:08,Expense,Shopping,Cash,1738.69,-17381.94
2023-07-06 15:50:22,Income,Freelance,UPI,422.75,-16959.19
2023-01-09 13:46:04,Income,Freelance,Other,4670.65,-12288.54
2023-10-15 06:26:43,Income,Investments,Mobile Wallet,3111.94,-9176.6
2023-02-15 08:01:15,Expense,Bills,Cash,4459.31,-13635.91
2023-12-10 07:28:20,Income,Gifts,Mobile Wallet,3169.84,-10466.07
2023-01-13 13:09:53,Expense,Travel,Cash,1901.96,-12368.03
2023-01-23 15:12:07,Income,Other,Credit Card,2716.48,-9651.55
2023-05-09 16:32:38,Expense,Miscellaneous,Other,1902.69,-11554.24
2023-10-21 00:13:51,Expense,Transport,Other,2717.65,-14271.89
2023-09-09 13:47:21,Expense,Transport,Other,3208.71,-17480.6
2024-01-19 13:17:25,Income,Other,Debit Card,4226.01,-13254.59
2023-09-10 00:36:42,Expense,Shopping,Bank to Bank,704.35,-13958.94
2023-07-01 22:28:11,Income,Rental Income,Bank to Bank,908.88,-13050.06
2023-05-12 23:36:54,Income,Other,Other,4739.52,-8310.54
2023-06-27 18:35:24,Expense,Transport,UPI,3319.11,-11629.65
2023-07-11 22:21:36,Income,Other,Credit Card,4254.81,-7374.84
2023-09-21 12:26:30,Expense,Bills,Cash,4211.19,-11586.03
2023-08-01 06:10:35,Income,Rental Income,Debit Card,4676.12,-6909.91
2023-08-03 03:40:36,Expense,Entertainment,Bank to Bank,2641.98,-9551.89
2023-10-30 23:55:52,Expense,Education,Mobile Wallet,1392.3,-10944.19
2023-02-07 07:47:02,Income,Other,Other,1676.56,-9267.63
2024-01-18 13:12:11,Expense,Transport,UPI,376.05,-9643.68
2023-11-30 16:18:59,Income,Gifts,Bank to Bank,1620.53,-8023.15
2023-08-28 05:05:28,Income,Other,Other,4049.93,-3973.22
2023-03-30 19:22:02,Income,Freelance,Debit Card,4436.77,463.55
2023-11-14 05:11:07,Income,Freelance,Mobile Wallet,1481.34,1944.89
2023-07-17 18:43:04,Income,Salary,Other,3277.14,5222.03
2023-10-11 08:20:30,Income,Investments,Debit Card,1164.81,6386.84
2023-01-18 23:18:13,Expense,Travel,Other,1317.81,5069.03
2023-03-09 21:57:25,Expense,Transport,Mobile Wallet,1263.89,3805.14
2023-04-29 15:16:11,Income,Business Income,Other,1271.64,5076.78
2023-01-16 23:03:44,Expense,Miscellaneous,Bank to Bank,2864.42,2212.36
2023-05-27 07:43:49,Expense,Entertainment,Credit Card,3804.1,-1591.74
2023-08-18 07:02:03,Expense,Transport,Other,756.6,-2348.34
2023-05-30 20:38:20,Income,Rental Income,Cash,2819.83,471.49
2023-05-27 13:30:35,Income,Freelance,Other,4994.68,5466.17
2023-01-31 18:28:57,Expense,Miscellaneous,Cash,909.73,4556.44
2023-03-09 12:53:10,Income,Other,Debit Card,1214.95,5771.39
2023-01-10 01:08:42,Income,Salary,Mobile Wallet,578.25,6349.64
2023-04-25 06:36:12,Income,Business Income,UPI,1351.56,7701.2
2023-04-12 00:26:34,Income,Investments,Bank to Bank,4446.95,12148.15
2023-04-19 10:11:54,Expense,Health,Bank to Bank,2178.49,9969.66
2023-06-20 06:59:33,Expense,Health,Debit Card,3324.8,6644.86
2023-05-21 23:29:25,Expense,Education,UPI,3387.53,3257.33
2023-02-01 04:48:55,Income,Investments,Cash,3460.09,6717.42
2023-03-05 05:14:50,Income,Investments,Credit Card,292.08,7009.5
2023-10-18 04:35:55,Expense,Bills,Credit Card,3130.06,3879.44
2023-07-03 15:50:46,Expense,Health,Mobile Wallet,1845.46,2033.98
2023-07-26 22:22:19,Income,Business Income,UPI,611.32,2645.3
2023-12-19 02:50:29,Income,Salary,Debit Card,3732.75,6378.05
2023-03-11 18:03:46,Expense,Bills,UPI,4646.03,1732.02
2023-04-23 05:24:20,Income,Investments,Bank to Bank,987.91,2719.93
2023-03-15 18:58:43,Expense,Miscellaneous,Debit Card,132.64,2587.29
2023-01-18 21:48:55,Income,Other,Debit Card,4563.85,7151.14
2023-04-01 13:15:06,Expense,Education,Bank to Bank,771.58,6379.56
2023-04-30 00:12:36,Expense,Miscellaneous,Bank to Bank,920.26,5459.3
2023-04-06 12:53:36,Income,Freelance,Other,1492.58,6951.88
2024-01-29 04:07:46,Income,Other,Other,1062.59,8014.47
2023-12-26 23:23:59,Expense,Education,Debit Card,1587.48,6426.99
2023-04-28 23:23:59,Income,Investments,Cash,290.74,6717.73
2023-09-04 18:24:07,Income,Rental Income,Other,4349.04,11066.77
2023-11-19 09:28:58,Income,Other,Debit Card,2827.37,13894.14
2023-12-30 09:17:55,Income,Gifts,Mobile Wallet,4664.09,18558.23
2023-01-04 11:12:52,Expense,Shopping,Mobile Wallet,3475.89,15082.34
2023-04-01 02:25:45,Expense,Bills,Bank to Bank,3857.97,11224.37
2023-07-13 12:17:46,Expense,Travel,Debit Card,917.65,10306.72
2023-07-13 20:16:55,Expense,Entertainment,Credit Card,536.07,9770.65
2024-02-05 00:31:13,Expense,Housing,UPI,3217.37,6553.28
2023-03-21 14:44:57,Expense,Shopping,Debit Card,4045.47,2507.81
2023-08-30 17:23:30,Expense,Education,Debit Card,2715.98,-208.17
2023-01-17 17:22:45,Income,Rental Income,Bank to Bank,1071.79,863.62
2023-11-28 22:53:49,Expense,Food,Cash,2841.38,-1977.76
2023-08-03 15:37:17,Income,Business Income,Debit Card,1197.37,-780.39
2023-02-16 12:03:54,Income,Salary,Other,4514.56,3734.17
2023-10-03 16:19:09,Expense,Entertainment,Credit Card,841.29,2892.88
2023-10-29 17:13:36,Expense,Food,Credit Card,425.45,2467.43
2023-10-29 01:50:15,Income,Freelance,Other,1739.99,4207.42
2023-05-29 15:28:35,Income,Other,Bank to Bank,2322.22,6529.64
2023-09-13 19:02:23,Income,Other,Credit Card,4078.73,10608.37
2023-02-02 13:14:10,Income,Freelance,Credit Card,766.88,11375.25
2023-10-17 12:19:25,Expense,Education,Other,1864.89,9510.36
2023-11-02 18:01:07,Expense,Miscellaneous,Mobile Wallet,4144.04,5366.32
2023-07-03 04:28:00,Expense,Entertainment,Credit Card,4134.65,1231.67
2023-08-04 22:41:20,Expense,Health,Mobile Wallet,3011.52,-1779.85
2023-03-21 19:43:56,Expense,Transport,UPI,4990.17,-6770.02
2023-12-01 15:50:43,Expense,Transport,UPI,4784.64,-11554.66
2023-09-22 19:36:49,Income,Gifts,Debit Card,2341.99,-9212.67
2023-05-07 12:38:15,Income,Gifts,UPI,1309.13,-7903.54
2023-03-06 18:39:22,Income,Business Income,Debit Card,3061.58,-4841.96
2023-03-16 13:22:44,Income,Rental Income,Debit Card,1570.48,-3271.48
2023-02-26 17:14:38,Income,Other,UPI,1077.67,-2193.81
2023-02-22 17:01:09,Income,Other,Other,1457.5,-736.31
2023-03-20 21:19:30,Income,Gifts,Debit Card,1247.42,511.11
2023-11-29 11:05:20,Expense,Transport,Credit Card,3023.81,-2512.7
2023-03-31 15:20:39,Expense,Education,Other,2438.96,-4951.66
2023-04-11 17:09:29,Expense,Transport,Credit Card,4663.5,-9615.16
2023-03-30 15:10:15,Expense,Transport,Mobile Wallet,1197.78,-10812.94
2024-01-27 12:00:58,Expense,Transport,Other,3514.7,-14327.64
2023-12-22 20:29:36,Income,Other,Debit Card,4901.38,-9426.26
2023-12-22 21:27:46,Income,Freelance,Credit Card,544.7,-8881.56
2024-01-05 18:34:55,Income,Other,Credit Card,186.27,-8695.29
2023-09-01 05:26:10,Income,Gifts,Other,2098.71,-6596.58
2023-01-13 05:19:49,Expense,Shopping,Bank to Bank,1007.91,-7604.49
2023-05-12 19:01:48,Expense,Bills,Credit Card,2775.33,-10379.82
2023-06-01 01:25:31,Expense,Education,Cash,3917.57,-14297.39
2023-01-28 22:43:17,Income,Gifts,Cash,4955.86,-9341.53
2023-10-07 22:47:43,Expense,Miscellaneous,Cash,3207.12,-12548.65
2023-10-10 09:25:58,Expense,Health,UPI,222.49,-12771.14
2023-05-18 16:40:24,Income,Salary,Cash,3272.14,-9499.0
2023-11-08 18:51:40,Expense,Health,Credit Card,4517.32,-14016.32
2023-03-17 23:44:36,Income,Investments,Other,3784.75,-10231.57
2023-11-19 20:45:35,Expense,Travel,Bank to Bank,4366.7,-14598.27
2023-01-24 13:07:10,Expense,Health,Credit Card,2837.0,-17435.27
2023-07-22 17:33:32,Expense,Food,Credit Card,3899.54,-21334.81
2023-09-16 01:36:18,Expense,Miscellaneous,Mobile Wallet,2744.8,-24079.61
2023-09-20 13:29:45,Income,Business Income,Mobile Wallet,2447.52,-21632.09
2023-06-19 04:55:51,Income,Other,Cash,4023.58,-17608.51
2023-10-07 09:35:51,Expense,Health,UPI,2209.84,-19818.35
2023-06-08 12:53:41,Income,Business Income,Bank to Bank,2588.99,-17229.36
2023-10-06 00:25:32,Income,Other,Bank to Bank,3345.07,-13884.29
2023-02-07 05:17:55,Expense,Education,Credit Card,1836.89,-15721.18
2024-02-04 08:42:44,Income,Other,Debit Card,4197.78,-11523.4
2023-03-13 19:35:58,Income,Freelance,Credit Card,148.2,-11375.2
2023-05-07 23:10:57,Expense,Education,Bank to Bank,4849.86,-16225.06
2023-11-15 17:02:27,Income,Gifts,Cash,4576.38,-11648.68
2023-04-27 10:35:27,Expense,Shopping,Mobile Wallet,3445.66,-15094.34
2023-09-15 06:50:49,Expense,Shopping,UPI,4465.02,-19559.36
2023-04-05 10:04:42,Expense,Transport,UPI,1077.77,-20637.13
2023-11-19 11:21:16,Expense,Health,Mobile Wallet,3619.97,-24257.1
2023-10-02 19:17:22,Expense,Miscellaneous,UPI,4262.97,-28520.07
2023-12-11 10:42:31,Income,Gifts,Bank to Bank,927.4,-27592.67
2023-01-03 02:08:19,Income,Gifts,Mobile Wallet,1671.5,-25921.17
2023-08-16 01:45:23,Income,Salary,Mobile Wallet,561.33,-25359.84
2023-11-25 19:21:36,Income,Gifts,Bank to Bank,4744.81,-20615.03
2023-02-22 01:47:44,Expense,Transport,Mobile Wallet,702.1,-21317.13
2023-07-06 16:18:34,Expense,Travel,Mobile Wallet,2980.74,-24297.87
2023-11-21 17:47:12,Income,Gifts,Other,4748.22,-19549.65
2023-02-22 21:05:11,Expense,Entertainment,UPI,4608.84,-24158.49
2023-08-09 04:34:34,Expense,Education,Debit Card,2514.26,-26672.75
2023-04-20 21:46:38,Expense,Housing,Other,988.13,-27660.88
2023-12-07 11:35:42,Income,Gifts,UPI,3888.23,-23772.65
2023-12-03 02:22:27,Expense,Entertainment,Debit Card,3886.18,-27658.83
2023-08-24 22:18:55,Expense,Health,Debit Card,1571.97,-29230.8
2023-07-30 00:58:15,Expense,Miscellaneous,Credit Card,3995.64,-33226.44
2023-11-18 06:17:44,Expense,Entertainment,Bank to Bank,2842.3,-36068.74
2023-03-14 19:22:48,Expense,Housing,Cash,3005.29,-39074.03
2023-06-06 20:54:28,Income,Rental Income,Bank to Bank,1929.85,-37144.18
2023-08-25 06:26:56,Expense,Shopping,Bank to Bank,1186.79,-38330.97
2023-01-28 17:40:48,Expense,Health,Bank to Bank,1663.68,-39994.65
2023-06-02 22:20:19,Expense,Transport,Other,1061.25,-41055.9
2023-08-08 05:49:34,Expense,Miscellaneous,Cash,2149.04,-43204.94
2023-07-17 00:55:53,Expense,Transport,Credit Card,4265.04,-47469.98
2023-06-14 18:59:02,Expense,Travel,Credit Card,2601.48,-50071.46
2023-09-27 19:09:49,Income,Business Income,Cash,1815.61,-48255.85
2023-12-07 10:19:28,Expense,Bills,UPI,4065.6,-52321.45
2023-07-31 11:03:22,Expense,Health,Other,4847.56,-57169.01
2023-06-02 05:15:56,Expense,Food,Credit Card,2706.51,-59875.52
2023-12-15 04:19:49,Income,Business Income,Cash,2847.26,-57028.26
2023-11-27 03:56:40,Expense,Food,Other,1507.52,-58535.78
2023-11-30 15:52:27,Income,Freelance,Bank to Bank,559.23,-57976.55
2023-02-12 17:50:36,Expense,Entertainment,Debit Card,533.25,-58509.8
2023-12-05 03:31:29,Expense,Education,Debit Card,3807.1,-62316.9
2023-07-03 19:49:57,Income,Investments,Cash,1391.05,-60925.85
